avg_sentence_length,num_sentences,num_words,parse_tree_depth,type_token_ratio,passive_ratio,hedge_count,hedge_rate,discourse_count,discourse_rate,avg_word_length,punct_ratio,pct_noun,pct_verb,pct_adj,pct_adv,pct_pron,response_id,prompt_id,source_type,response_text
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0001,P01,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0002,P01,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0003,P01,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0004,P01,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0005,P02,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0006,P02,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0007,P02,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0008,P02,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0009,P03,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0010,P03,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0011,P03,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0012,P03,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0013,P04,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0014,P04,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0015,P04,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0016,P04,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0017,P05,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0018,P05,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0019,P05,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0020,P05,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0021,P06,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0022,P06,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0023,P06,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0024,P06,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0025,P07,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0026,P07,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0027,P07,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0028,P07,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0029,P08,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0030,P08,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0031,P08,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0032,P08,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0033,P09,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0034,P09,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0035,P09,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0036,P09,human,my tip is simple: study in short bursts. dont overcomplicate it.
6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,H_0037,P10,human,honestly i just make tiny goals. works better than fancy plans for me.
5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,H_0038,P10,human,tbh sleep properly. also talk to a friend when stuck. not perfect but it helps.
5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,H_0039,P10,human,i usually keep a messy notebook. sometimes reward myself after finishing. depends on the day.
6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,H_0040,P10,human,my tip is simple: study in short bursts. dont overcomplicate it.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0041,P11,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0042,P11,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0043,P11,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0044,P11,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0045,P12,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0046,P12,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0047,P12,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0048,P12,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0049,P13,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0050,P13,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0051,P13,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0052,P13,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0053,P14,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0054,P14,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0055,P14,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
